Action_Name,date,Processed_Features
Amazon ECS V2 Deploy Task Definition Action for GitHub Actions,2019-11-01 17:04:48,"['path ec task definition file register', 'register ec task definition wait ec service reach stable state', 'arn registered ec task definition', 'register amazon ec task definition deploys ec service', 'name ec service deploy action register task definition service given']"
ambient-0.1.1-build-action,2023-04-30 16:14:27,['build ambient pullrequestojects']
amplify-build-status,2022-11-04 15:38:08,"['connect amplify console', 'build id send dtp', 'pause action build fails succeeds', 'wait algorithmia build operation complete', 'build target solution analysis', 'get bitrise app id', 'wait time minute']"
amplify-cli-action-python,2019-11-20 12:41:01,"['set frontend source location', 'build publish release apk', 'specify pullrequestoject root directory', 'build pullrequestoject check', 'set frontend artifact deployment directory']"
amplify-cli-action,2019-11-20 12:41:01,"['set frontend source location', 'build publish release apk', 'specify pullrequestoject root directory', 'build pullrequestoject check', 'set frontend artifact deployment directory']"
amplify-preview-actions,2020-09-10 12:00:59,"['get github base', 'build deploy aws amplify pull request pullrequesteview public repository', 'deploy specific portainer node']"
An action to get the Content of a Key from pubspec.yaml in a Flutter App,2022-06-02 22:18:21,"['get key alias', 'deploy key push', 'get content key pubspecyaml flutter app', 'config file', 'get pubspecyaml file path']"
Analyze Dart,2020-12-13 02:58:49,['code formatting']
Analyze XCode Results,2021-03-24 22:26:51,"['input data point value', 'pullrequestoject id']"
Anchore Container Scan,2019-10-31 23:49:56,"['jsonformated method result', 'scan status', 'include software package vulnerability scanning', 'custom dir gradle file', 'emit verbose diagnostics', 'vulnerability detection', 'path dockerfile', 'build failure upon failed anchore policy evaluation', 'docker image scan anchore pullrequestoduce output downstream']"
Anchore SBOM Action,2021-09-10 15:37:12,"['creates sbom software bill material code container image', 'get registry user pull image', 'scan container image', 'file filesystem scan', 'github personal access token', 'generates sbom file specified name']"
Anders Hafreager Test Function Deploy,2020-04-11 13:39:39,"['base url pullrequestojecttaskticket system', 'pullrequestoject id', 'id function output use call api', 'cdf api key thats used deploy function', 'amplify application branch deploy', 'name filepath root python module']"
Android  Report Action,2021-02-22 07:51:59,['test build debug android app']
Android accept licenses,2023-05-21 10:15:51,['validate android directory']
Android Build,2019-12-13 21:07:16,['read android version gradlepullrequestoperties file add label pullrequest']
Android CI debug,2020-04-15 08:22:23,"['get app package name', 'publish apk esperio', 'get pgyer platform token', 'package name', 'build publish debug apk', 'specifies github token via secret']"
Android Emulator (faruktoptas),2019-12-13 22:13:55,['run mobile test automation android']
Android Emulator Runner (preved911),2019-11-06 15:40:54,"['installs configures start android emulator directly macos virtual machine', 'target system image default googleapis', 'whether launch emulator without ui true false', 'cpu architecture system image x86 x8664 arm64v8a', 'api level platform system image eg 23 android marshmallow 29 android 10']"
Android Emulator Runner - with arbitrary api level,2019-11-07 04:26:16,"['whether disable animation true false', 'installs configures start android emulator directly macos virtual machine', 'target system image default googleapis', 'whether launch emulator without ui true false', 'cpu architecture system image x86 x8664 arm64v8a', 'api level platform system image eg 23 android marshmallow 29 android 10']"
Android Emulator Runner Without SDK Setup,2019-11-06 15:40:54,"['installs configures start android emulator directly macos virtual machine', 'target system image default googleapis', 'whether launch emulator without ui true false', 'cpu architecture system image x86 x8664 arm64v8a', 'api level platform system image eg 23 android marshmallow 29 android 10']"
Android Emulator Runner,2019-12-07 06:48:02,"['whether disable animation true false', 'installs configures start android emulator directly macos virtual machine', 'commandline option used launching emulator eg nowindow nosnapshot cameraback emulated', 'target system image default googleapis', 'cpu architecture system image x86 x8664 arm64v8a', 'hardware pullrequestofile used creating avd eg nexus 6', 'api level platform system image eg 23 android marshmallow 29 android 10', 'custom script run eg gradlew connectedcheck']"
Android Emulator,2019-12-13 22:13:55,['run mobile test automation android']
Android Environment multi-command runner,2020-03-22 22:23:19,"['time greeted', 'greet someone record time', 'greet']"
Android Github Action,2020-03-05 15:06:33,"['build debug apk', 'set jdk 18', 'run unit test', 'read android version gradlepullrequestoperties file add label pullrequest']"
Android Kernel Action,2021-06-25 18:17:18,"['zip file generated build', 'zipper repository', 'device architecture', 'defconfig use', 'compiler configuration management', 'setup android ndk native libs generation', 'specify kernel path']"
Android Problem Matchers,2020-01-03 10:37:01,['add common pullrequestoblem matcher android build']
Android Problem Matcher,2022-06-29 15:51:06,"['perform specific type build io adhoc appstore development enterpullrequestise android debug release', 'import pullrequestoblem matcher']"
Android SDK Repository and Use Case test report,2022-12-02 06:42:33,['github context']
Android SDK Tools,2020-01-03 10:37:01,['add common pullrequestoblem matcher android build']
Android Sign 2,2020-11-19 05:50:45,"['input data point value', 'pullrequestoject id']"
Android Sign,2020-11-19 05:50:45,"['input data point value', 'pullrequestoject id']"
Android Test Report Action,2019-10-05 18:34:52,['test build debug android app']
Android Version Bump,2021-07-13 16:30:00,"['input data point value', 'pullrequestoject id']"
Android Version Reader Action,2022-03-13 10:49:59,"['pullrequesterelease build number excluded pullrequestereleaseversion', 'patch version', 'minor version', 'specify pullrequestevious generation version', 'pullrequesterelease stage excluded pullrequestereleaseversion', 'version id', 'helm major version', 'get version code android version name detailed version information', 'override version gradle path', 'get build result metadata', 'build meta data build number excluded buildmetadataversion']"
android-ci-github-action,2020-03-16 20:45:33,"['contains common package necessary building android apps', 'integrate cicd', 'sdk developing android apps', 'build image buildx support multiple platform', 'android api']"
android-recovery-action,2021-10-19 15:40:51,['recovery builder']
AndroidLint report to checkstyle converter,2022-11-08 07:28:07,"['input data point value', 'pullrequestoject id']"
Angular coverage badges,2020-05-24 10:47:48,"['input data point value', 'pullrequestoject id']"
Angular Deploy gh-pages Actions,2020-03-16 09:59:26,"['input data point value', 'pullrequestoject id']"
Angular Full CI,2020-03-19 22:40:00,"['result file case ply test already run pullrequestevious workflowjob', 'set true order run mocha test option install mocha image', 'run full ci workflow angular pullrequestojects']"
Angular Github Actions,2019-11-22 06:02:03,"['endtoend testing algorithm', 'angular cli']"
Anka Actions - Down,2022-10-18 10:05:16,"['input data point value', 'pullrequestoject id']"
Anka Actions - Up,2022-10-26 19:07:18,"['input data point value', 'pullrequestoject id']"
Anka VM GitHub Action,2020-06-10 02:51:25,"['run command outside host vm pullrequesteparation', 'gitleaks executed command', 'set option anka start execution', 'pullrequestovide label cloned vm', 'set option anka registry pull execution', 'start run command within anka macos vms', 'specify location pullclone lock file', 'option anka run execution', 'name anka tag', 'name uploaded file', 'skip package upload', 'root directory file uploaded', 'pullrequestovide name uuid anka template', 'run command inside vm', 'upload file include final artifact', 'status github action']"
Annotate Akamai mPulse,2020-08-29 10:08:26,"['type purge', 'edgerworkers', 'network', 'github context', 'akamai api', 'reference']"
Annotations Action,2020-01-28 13:58:33,['dynamically label pull request affecting package monorepo workspace']
Annotations Failure Action,2023-06-28 12:37:54,['report failure dbtcloud run']
Announcerr,2020-09-02 09:48:30,"['authenticate user smtp server', 'smtp server address', 'full name mail sender might email address specified', 'body mail message might filename pullrequestefixed file read', 'recipient mail address separated comma', 'subject mail message', 'file added mail message attachment separated comma', 'contenttype http header texthtml textplain', 'automatically announce send mail list subscriber every pullrequestoduct release']"
Another AWS Elastic Beanstalk cli,2020-03-22 20:08:17,"['pullrequestoject id', 'eb command']"
